objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,Staff,Faculty advisor,Pages
coll059,v07no07.jpg,,,Volume 7 Issue 7,,1978-03-06,"The Urgency of Change, Eugene Tsui; Comments, Ralph McDaniel; Does Architecture Pay? Lee Stevenson; On the Work of Paolo Soleri;  Diversity of Architecture Practices, Carol Venolia; Appropriate Technology, Nano Tuuk; Tax Exempt for Public Benefit, Leight Zahn; Punk Architecture, Ralph McDaniel; Our Cut, Sarah Kittinger; Rumbles from the Studio, Robin Particia Geer; Our Cut, Martin Salmon; Thom Kack; AandAA Remodel Data Assembled; Ross's Replacement, John Hail; $500,000 Laundramat, Joel Schwartz; Briefs, Jeffrey S McFall; Freedom and Fear, Eugene Tsui; OCA Report, Jerry Finrow; SWO AIA",,,,,,,Image;StillImage,image/jpeg,,,,"John Hail, Ralph McDaniel, Jeff McFall, Fabio Pradarelli Michael Reily, Martin Slamon, Matt Schiewe, Chris Snell, Lee stevenson, Eugene Tsui, Mike Wilson",Mike Utsey,16
coll060,v07no07.5.jpg,,,Volume 7 Special Issue,,1978-03-31,Department Head Condidates to Visit,,,,,,,Image;StillImage,image/jpeg,,,,,,4
coll061,v07no08.jpg,,,Volume 7 Issue 8,,1978-04-18,"A Dream, Mrs. W Aurobindo, Auroville Voice Volume 1, No 1; More Structure? Dennis Dinsmore; Transcending Mediocrity, Martin Salmon; Freedom and Fear Part II, Eugene Tsui; HUD News; Student Work; Spring Lecture Series; Summer in New Mexico, Edith Cherry; SWO AIA; Letters: Oregon Hall Revisited",,,,,,,Image;StillImage,image/jpeg,,,,,,16
coll062,v07no09.jpg,,,Volume 7 Issue 9,,1978-05-10,"An Essay on Architecture, Economics, and Balance, James Onstott; Harris Interview, Barbara Ignatius; Funk is Not Enough, Jeffrey Smith: Social Architecture and the New Ontology, Jeff Smith; Where Every Prospect Pleases, Hugh Kenner; New Earth Exposition, John Tingley; Lectures; Announcements; Towards a Biology of the Built Environment, John Goldman; Observations from the Middle Board, Damon Ohlerking; What is Architecture? Eugene Tsui; Schools and Architecture By Jerry Finrow; Arch 409g Practicum; Memoirs of an Architecture Grad of Geographical Aspects of Anciet Monuments, Falken Forshaw Kalin; Order Mystery Place Spirit, Gavin Bromell; SWO AIA; WCDC",Full Issue,,,,,,Image;StillImage,image/jpeg,,,,"Chris Snell, Barbara Ignatius, Hans Sttlin, Martin Salmon, Eugene Tsui, James Onstott, Derryl Ram",Michael Utsey,28
coll063,v07no10.jpg,,,Volume 7 Issue 10,,1978-05-26,"The Wicked Winds of New York, Karen Pryor, Reprinted from New York Magazine; Briefs; Relating New Buildings To Old Through Design, Nora Richter; Marion Ross; Architectural Education In Search for Direction, Stephen Tang; Value Management and Architecture, Stephen Tang; Ecotonia, Dick Glanville; Architects Developing Architecture, Gavin Bromell; Spring Review Schedule",,,,,,,Image;StillImage,image/jpeg,,,,,,16
coll064,v08no01.jpg,,,Volume 8 Issue 1,,1978-09-15,"Charles Rusch: On Record, Chuck Rusch; Getting it Straight; Fall Advising; Teaching Schedule; Committee Assignments, Tom Hubka; Department of Architecture Classes;  Notes From Harris; AIA; WDCD; OCA Report; SWO AIA",,,,,,,Image;StillImage,image/jpeg,,,,,,16
coll065,v08no02.jpg,,,Volume 8 Issue 2,Lee Stevenson,1978-10-01,"The Development of the School of Architecture and Enviornment, Miss Camilla Leach; Fall Lectures; Pleased w/ Pease; AIA Student Chapter Regional Meeting; Townframe: Environments for Adaptive Housing, Guntis Plesums; Letters; Junior's arc's; Architecture and the Experimental Language of Symbolic Intent: Toward a Pluralistic Architecture, Jeffreu Smitth; Idiom, Jeffrey Finrow; GTFF Situation Reviewed, John Goldman; AIA; WCDC; SWO AIA",Full Issue,,,,,,Image;StillImage,application/pdf,,,,"Steve Meyers, Chris Williams, James King, Barbara Ignatius, Gavin Bromell, Chris Snell",Jerry Finrow,16
coll066,v08no03.jpg,,,Volume 8 Issue 3,Barbara Ignatius,1978-11-20,"Lecture Delivered by Lloyd Wright, April 22 1964, meacham auditorium, university of Oklahoma; Transformational Design for a Strategy of Development, Charles Rusch; Solar Seminar; EMU Child Care Center; Letters to the Ediotr; Bbay Area Architects Profiled in Lecture; Symbolism in Architecture, Bill Kleinsasser; China Visits Reaffirm Belief In Communal Effort; On the Relation of Drawing to Architecture, Walter Willcox 1935; Architectural Grafitti We Wish We'd Seen; Recent Work from Arch 380, Houses in Different CLimates; Examining the Nature and Values of the Endangered SPecieis ARchitect, Andres O Dean, AIA Journal; Sheeshchitecture Offered, OK Sheesh and HH Bud Quaiffe; Architecture, Humanism, and the End of the Modern Movement: Toward the Symbolic, Compositional, and Experiential Freedom from the Machine, Jeffrerey Smith; Conference of Oregon Architects; SWO AIA",,,,,,,Image;StillImage,image/jpeg,,,,"Barbara Ignatius (editor), james onstott (Assistant Editor), Eugene Tsui, James King, Steve Meyers, Jerry FInrow (faculty assistant), gavin bromell",Jerry Finrow,28
coll067,v08no04.jpg,,,Volume 8 Issue 4,Barbara Ignatius,1978-12-04,"Sabbatical Report, Wilmot G Giland; A Letter from Bill Hacker; Assessing the Effectiveness of Architectural Media as Simulations of Real Setting, David Sandhal; Minority Issues in Design and Planning, Bob Murase LA 408; Vitruvian Sheesh, Mark Foster; Conference of Oregon Architects; Avenu Facts and History; ASC AIA; Survival Forum '78, Tom Kuntzman; SWO AIA",,,,,,,Image;StillImage,image/jpeg,,,,"Barbara Ignatius (editor), james onstott (Assistant Editor), Eugene Tsui, James King, Steve Meyers, Chris WilliamsJerry FInrow (faculty assistant), Chris Snell",Jerry Finrow,16
coll068,v08no05.jpg,,,Volume 8 Issue 5,Barbara Ignatius,1979-01-01,"Turnbull Talks, ; Announcements; Viewpoint U. Y. What? Melanie Emerson; Architects Urged to Use Poppy Flowers: A Natural High, 3rd NAtional Passive Solar Conference, E. Miller; Tilting at Windmills, Donald Quixote Sancho Peting; When in Rome, Bennett Schiff; Announcements Too; Man and the Web of Life, Jim Conti; Conversation: the Biological Fallacy, Paul Fleishman; ""Atelier"" A New Name (ASC AIA); SWO AIA;  James Stirling: Work in Brief Review, Michael R McCulloch; ",,,,,,,Image;StillImage,image/jpeg,,,,"Barbara Ignatius (editor) Tom fortier, tom jayne,  burton karapostoles, ralph mcdaniel, steve Meyers, jay pickering, karen rathe, tim richard, doug taylor, seong meng wond, eric zook, jerry finrow (faculty adviros)",Jerry Finrow,20
coll069,v08no06.jpg,,,Volume 8 Issue 6,,1979-02-01,"Our Networks, Tom Fortier; Announcemnts; Winners; Solar Incentives, Peter J Perkins; Designer Participation: 1990 Plan Update, Peter J Perkins; Western Sun, Peter J Perkins; Gnarlnose Knock Control Systems;  Solar Systems and Consumer Information, Tim Richard; Solar Resource Groups, Peter J Perkins; Solar Ethics Urban Farm, Ralph Knowles; Covered Parking Design Competition; Butt Talks Solar; SOlar Seminars; Louis Kahn, Louis I Khan; Louis Kahn Preview, Tom Jayne; Vatching Wachsmann; Le Centre Pompidou: Flexible Efficiency, Jay F. Pickering; Artifact; Letters; SWO AIA",Full Issue,,,,,,Image;StillImage,image/jpeg,,,,,,32
coll070,v08no07.jpg,,,Volume 8 Issue 7,Barbara Ignatius,1979-03-01,"Preservation: Willcox Church, Chuck Rusch; Announcements; Sheesh Show; The Pillars O' Truth Wuotable Quote Contest; Tivoli, William Kleinsasser; Final Review Schedule; SWO AIA",,,,,,,Image;StillImage,image/jpeg,,,,"Barbara Ignatius (editor) Tom fortier, tom jayne, burton Karapostoles, ralph McDaniel, Peter J perkins, Jay Pickering, Karen Rathe, Tim RIchard, DOug Taylor, Soong Meng Wong",,20
coll071,v08no08.jpg,,,Volume 8 Issue 8,Barbara Ignatius,1979-04-01,"The Licensing Exam: An Enigma? Tom Fortier; Announcements; Professional Exam, Mike utsey; Civic Center, Melanie Emerson; Experimental Studio, Ethan Antohony; Calendar; Team 10 Primer, JA Coderch de Sntmenat, Reprinted from MIT Press; Existential Space, from l'Espace Humain by Georges Matore, 1962; SWO AIA: Gall Blabber; Institutie Resources, Jim Robertson ",,,,,,,Image;StillImage,image/jpeg,,,,"Barbara Ignatius (editor), Faramarz, Melanie Emerson, Tom Fortier, Bill Fates, Lori Goppert, Ralph McDaniel, Doug Taylor, Michael Utsey",Michael Utsey,16
coll072,v08no09.jpg,,,Volume 8 Issue 9,Barbara Ignatius,1979-05-01,"A Pattern Language: Reviews, Tony Ward and Andrew Rabeneck; Editorial; Forward into the Past: Interview with Richard Garfiel, Staff; The Urban Farmer, R. Britz; Calendar; ""The Moon Under Water"" Geroge Orwell; Architecture is Mushrooming in the Schools; Architectural Practice: Marquis Associates; The Urban Spring of PJ Perkins; SWO AIA",Full Issue,,,,,,Image;StillImage,image/jpeg,,,,"Melanie Emerson, Faramarz Akbarinejad, Ralph McDaniel, Lori Jean Goppert, Thomas Fortier, Douglas Taylor, James Onstott",Michael Utsey,20
coll073,v08no10.jpg,,,Volume 8 Issue 10,Barbara Ignatius,1979-05-01,"Letter from Dacca to L Khan Office, 18 April 1971; Letters; Final Review Schedule; A Review Week Flossary, Mike Shellenbarger; No Time for Sergeants: Balancing Architecture mind wiht the sen of Garden Maintenence, Melanie Emerson and DOuglas Tyler; School Information; Architecture Shock: Legacy of the Bonus Room, James Onstott; Interview: Rosaria Hodgdon, Peter Perkins and Barbara Ignatius; Richard X Garfiel Repsonds, Richard  Garfield; SWO AIA; ",,,,,,,Image;StillImage,image/jpeg,,,,"Melanie Emerson, Faramarz Akbarinejad, Ralph McDaniel, Lori Jean Goppert, Thomas Fortier, Douglas Taylor, James Onstott",Michael Utsey,20
coll074,v09no01.jpg,,,Volume 9 Issue 1,,1979,,,,,,,,Image;StillImage,image/jpeg,,,,,,8
coll075,v09no02.jpg,,,Volume 9 Issue 2,Barbara Ignatius,1979-10-22,,,,,,,,Image;StillImage,image/jpeg,,,,"Marvin Anderson, Kevin Etzel, Thomas Fortier, Lori Goppert, Nancy Guy, George Hara, Ralph McDaniel, Emily Osman, Kas Smiley, Mcihael SPatz, Margaret Spiess, Nina Tang, Doug Taylor",Michael Utsey,24
coll076,v09no03.jpg,,,Volume 9 Issue 3,Barbara Ignatius,1979-11-13,,,,,,,,Image;StillImage,image/jpeg,,,,"Marvin Anderson, Kevin Etzel, Thomas Fortier, Lori Goppert, Nancy Guy, Ted Wray, Ralph McDaniel, Emily Osman, Kas Smiley, Mcihael SPatz, Peggy Spiess, Nina Tang, Doug Taylor",Michael Utsey,28
coll077,v09no04.jpg,,,Volume 9 Issue 4,Barbara Ignatius,1979-12-01,"Eclectics: Conversation with R. Buckminster Fuller during his Recent Visit to Eugene; Focus: Avenu takes a long look at George Andres, His Work and His Plans, on the Occasion of his Retirement, By Marvin Anderson and Nina Teng; Community: An Interview with Daryl Nieliwocki from HUNICO, Eugene Architectural Firm, by Nancy Guy; Academia: Ted Wray Continues His Exploration into the AAA Renovation Project, Interview with Dean Harris; SWO AIA: Reviews",Full Issue,,,,,,Image;StillImage,image/jpeg,,,,"Marvin Anderson, Kevin Etzel, Thomas Fortier, Lori Goppert, Nancy Guy, Ted Wray, Ralph McDaniel, Emily Osman, Kas Smiley, Mcihael SPatz, Peggy Spiess, Nina Tang, Doug Taylor",Michael Utsey,20
coll078,v09no05.jpg,,,Volume 9 Issue 5,,1980-01-01,,,,,,,,Image;StillImage,image/jpeg,,,,,,8
coll079,v09no06.jpg,,,Volume 9 Issue 6,Faramarz Akbarinejad; Barbara Ignatius,1980-02-01,"Head Tripping with Chuck Rusch, Joanne Kruz; Information and the Fine Art Building, Jay Raskin; Conversations on a Dying Age: Memoirs of An American Failure, Mike Clark; Postscript, Guntis Plseums; Kahn/VanEyck: Structure, Order and Function of Unvierse; A Letter to an American Student, Colin St. john Wilson; Interview with Architect Blanche van Ginkel rperinted from McGill News",Full Issue,,,,,,Image;StillImage,image/jpeg,,,,"Jay Raskin, Tisha Egashira, Peter Bloomfield, Colleen Callison, Jean Nelson, Doug Taylor, James Onstott, Rick Potestio, Payton Kelly, Dave Shelman, Alistair Blamire, Jeff Smith",,36
coll080,v09no07.jpg,,,Volume 9 Issue 7,Barbara Ignatius,1980-03-03,The Dork Column; Final Reviews; Form and Behavior; ,Full Issue,,,,,,Image;StillImage,image/jpeg,,,,"Ralph McDaniel, Martin Salmon, Kas Smiley",Michael Utsey,8
coll081,v09no08.jpg,,,Volume 9 Issue 8,"Faramarz Akbarinejad, Laura Paulson, Tisha Egashira, Jay Raskin",1980-04-18,,,,,,,,Image;StillImage,image/jpeg,,,,"Ziba Fazaie, Cosmas Nwereu, Bill Johnson, Robert Otto, Mike McCone, Noushin",Michael Utsey,24
coll082,v09no09.jpg,,,Volume 9 Issue 9,"Faramarz Akbarinejad, Laura Sule Paulson, Tisha Egashira, Jay Raskin",1980-05-07,,,,,,,,Image;StillImage,image/jpeg,,,,"Mike Mcone, RObert Otto, Cosmas Nwerem, Noushin Yazdi",Michael Utsey,20
coll083,v09no10.jpg,,,Volume 9 Issue 10,"Faramarz Akbarinejad, Laura Sule Paulson, Tisha Egashira, Jay Raskin (SOF)",1980-05-23,,,,,,,,Image;StillImage,image/jpeg,,,,"Mary Austern, Cosmas Nwerem, Ziba Khazaie, Robert Otto, Mike McCone, HNoushin Yazdi, Kristin Mullaney, Mike's friend Rob",Michael Utsey,16
coll084,v10no01.jpg,,,Volume 10 Issue 1,"Tisha Egashira, Jay Raskin",1980-09-22,,,,,,,,Image;StillImage,image/jpeg,,,,"Mary Austen, Bruce Weiner Haglund",Michael Utsey,12
coll085,v10no02.jpg,,,Volume 10 Issue 2,"Tisha Egashira, Jay Raskin-Bobbin (S.O.F.)",1980-10-24,,,,,,,,Image;StillImage,image/jpeg,,,,"Kristin Mullaney (QUality Control and Night Manager), Wallace Ashley (Graphic Editor), Cal Pearson (Calligraphy), Masour AMinirad, Mary AUstern, Javad Babaesfahani, Dave Clarke, Mike McCone, DOn Ossey, Pilar Portaro, Kas Smiley, Mark Waldo, Bruce Wiener Haglund",,16
coll086,v10no03.jpg,,,Volume 10 Issue 3,"Tisha Egashira, Jay Raskin-Bobbin (S.O.F.)",1980-11-14,,,,,,,,Image;StillImage,image/jpeg,,,,"Kristin Mullaney (QUality Control and Night Manager), Wallace Ashley (Graphic Editor), Masour AMinirad, Mary AUstern, Javad Babaesfahani, Dave Clarke, Mike McCone, DOn Ossey, Pilar Portaro, Kas Smiley, Mark Waldo,",,16
coll087,v10no04.jpg,,,Volume 10 Issue 4,"Jay Raskin-Bobbin, S.O.F.",1980-12-05,,,,,,,,Image;StillImage,image/jpeg,,,,"Risha Egashira (Bag Editor), Kristin Mullaney (Bag Editor), Wallace Ashley (Graphic Editor), Masour AMinirad, Mary AUstern (special Typing), Javad Babaesfahani, Dave Clarke, Mike McCone, DOn Ossey, Kas Smiley, Mark Waldo",,16
coll088,v10no05.jpg,,,Volume 10 Issue 5,"Don Harrington, Jay Raskin",1981-01-01,,,,,,,,Image;StillImage,image/jpeg,,,,"Barbara Baldwin, Ho Kar Hwa (Graphic Editor), Michael Merril, Allen Stockley, Mark Waldo",,20
coll089,v10no06.jpg,,,Volume 10 Issue 6,don t harrington,1981-02-01,,,,,,,,Image;StillImage,image/jpeg,,,,"Barbara Baldwin, Ho Kar Hwa (Graphic Editor), Michael Merril, Allen Stockley",,16
coll090,v10no07.jpg,,,Volume 10 Issue 7,don t harrington,1981-03-01,,,,,,,,Image;StillImage,image/jpeg,,,,"Barbara Baldwin, Ho Kar Hwa (Graphic Editor), Michael Merril, Allen Stockley",,14
coll091,v10no08.jpg,,,Volume 10 Issue 8,Gayle Brooks,1981-04-24,,,,,,,,Image;StillImage,image/jpeg,,,,"Kalin Blaco, Melinda Fike, Ho Kar Hwa, Lori Maas, Tim Roach, Allen Stockler, Mark Young",,16
coll092,v10no09.jpg,,,Volume 10 Issue 9,Gayle Brooks,1981-05-12,,,,,,,,Image;StillImage,image/jpeg,,,,"Kalin Blaco, Melinda Fike, Ho Kar Hwa, Lori Maas, Tim Roach, Allen Stockler, Mark Young",,16
coll093,v10no10.jpg,,,Volume 10 Issue 10,Gayle Brooks,1981-05-29,,,,,,,,Image;StillImage,image/jpeg,,,,"Kalin Blaco, Melinda Fike, Ho Kar Hwa, Lori Maas, Tim Roach, Allen Stockler, Mark Young",,16
coll094,v11no01.jpg,,,Volume 11 Issue 1,,1981,Back to School,,,,,,,Image;StillImage,image/jpeg,,,,,,4
coll095,v11no02.jpg,,,Volume 11 Issue 2,"Karen Kajiwara, Kirk Ralston",1981-10-26,"Editorial; Getting it Straight, Mike Utsey; What Will you be Doing Ten Years From Now?; Context; Personal Insight; On Commitment; An Architectural Nightmare; Was Wright right?; Oregon School of Design; Calendar; Hubka Recieves Second Grant; Announcements; You and The Library; Getting Involved/S.A.C.; Going Strong - ASC/AIA, Time Jones; SWO AIA",,,,,,,Image;StillImage,image/jpeg,,,,"Randy Nishimura (graphic Editor); Marsha Back, Kurt Burkhart; Tony Cross, Jon Huffman, Jeff Jarvis, Tim Jones, Carol Marcus, Topaze Moore, Kevin Pierce, TOdd poliskin, Thomas Raley, Tom Ruckman, Tracy Sallday, dave Williams",MIchael Utsey,16
coll096,v11no03.jpg,,,Volume 11 Issue 3,"Karen Kajiwara, Kirk Ralston",1981-11-16,"Getting it Straight, Mike Utsey; ",,,,,,,Image;StillImage,image/jpeg,,,,"Randy Nishimura (graphic Editor); Marsha Back, Kurt Burkhart; Tony Cross, Jon Huffman, Jeff Jarvis, Tim Jones, Topaze Moore, Kevin Pierce, TOdd poliskin, Thomas Raley, Tracy Sallday, dave Williams",MIchael Utsey,16
coll097,v11no04.jpg,,,Volume 11 Issue 4,"Karen Kajiwara, Kirk Ralston",1981-12-04,"Errata; The Amazon Cooridor, Kirk Ralston; Amazon Flooding Study; Annual Budget Battle; Women in Architecture, Marsha Back; Portland's Urban Spring, Susan Ayers; Final Reviews - Fall '81; Grads At Work; New Admissions Process, Time Jones; Getting it Straight, Michael Utsey; I Think I'll Wait Until The Movie Comes Out, JonPaul Thomasseau; Announcements; You And The Library; But Can They Find Jobs?; SWO/AIA Design Awards; Results of the Avenu Professional Questionnaire",,,,,,,Image;StillImage,image/jpeg,,,,"Randy Nishimura (graphic Editor); Marsha Back, Kurt Burkhart; Tony Cross, Jon Huffman, Jeff Jarvis, Tim Jones, Topaze Moore, Kevin Pierce, TOdd poliskin, Thomas Raley, Tracy Sallday, dave Williams",MIchael Utsey,16
coll098,v11no05.jpg,,,Volume 11 Issue 5,Kevin Pierce,1982-01-01,"Editorial, Kevin Pierce; Getting It Straight, Mike Utsey; AAA Thefts; Mac Court Blues; Private Jokes in Public Spaces; Preservation Views; Cross Comments; Announcements; Calendar",,,,,,,Image;StillImage,image/jpeg,,,,"Randy Nishimura (graphic Editor);Marsha Back, TOny Cross, Time Jones, Todd Poliskin, Thomas Raley",MIchael Utsey,8
coll099,v11no06.jpg,,,Volume 11 Issue 6,Kevin Pierce,1982-02-01,,,,,,,,Image;StillImage,image/jpeg,,,,"Randy Nishimura (graphic Editor);Marsha Back, TOny Cross, Time Jones, Todd Poliskin, Thomas Raley, Richard White",MIchael Utsey,8
coll100,v11no07.jpg,,,Volume 11 Issue 7,Kevin Pierce,1982-03-01,"Editorial, Kevin Pierce; Getting it Straight, Mike Utsey; Faculty Exhibit; W.R.B. Willcox, David Shelman; The Oregon/Berkeley Connection, Todd F. Poliskin; Another School/Another Place; You Have to Paint Them a Different Color; Jus a Little Event; A Kind of Confidence; One Woman's Perspective, Marsha Beck; Cross Comments; The Store; Bucky!!!; Preservation Views; T'was the Week Before our Review; Language and Architecture; Dealing with the Battle of the Budget; Time to Make Cuts... and Prevent Cuts, Michael Prothe; Announcements; Final Review Schedule: Winter Term 1982",,,,,,,Image;StillImage,image/jpeg,,,,"Randy Nishimura (graphic Editor);Marsha Back, TOny Cross, Time Jones, Todd Poliskin, Thomas Raley, Richard White",MIchael Utsey,16
coll101,v11no08.jpg,,,Volume 11 Issue 8,Kevin Pierce,1982-04-01,"I'd Rather Be Drawing: An Interview with Michael Graves by Kevin Pierce; Flunk Your Next 380: Guest Editorial, Garry Papers; Getting It Straight, Micheal Utsey; You and the Library, Alan Miller; The Role of the Architect; Passive Cooling, John Reynolds; Theft, Mary Austern; Announcements; Calendar",,,,,,,Image;StillImage,image/jpeg,,,,"Randy Nishimura (graphic Editor);Marsha Back, Martha Clarkson TOny Cross, Ken Hollin Tim Jones, Todd Poliskin, Joyce Thomas, Thomas Raley, Richard White, Josiah Wiener, Shirley Wilcox",MIchael Utsey,8
coll102,v11no09.jpg,,,Volume 11 Issue 9,Marsha Back,1982-05-01,"Editorial, Marsha Back; Getting it Straight, Michael Utsey; Nan Binkley Wins IBD, Kevin Pierce; The Magic Maker; Women in Design: A Pictoral History; Architecture and Social Change, Nunzia Rondanini; Those Women; West of HWY 128; Focus on Jane Lidz; Viewpoints from an Architect; Sharing Space; Space as a Matrix, Susana Torre; Julia Morgan - Architect; An Interior Architect; Preservation Views; Marion Mahoney Griffin; Women and Interior Architecture; Women in the Garden; Announsements/Calendar",,,,,,,Image;StillImage,image/jpeg,,,,"Kevin Pierce (tech assist); Randy Nichimura (tech Assist); Loralee Armold, Peg Decker, Katherine Haley, Chris Henry, Angela Hildre, Sharon Kocher, Felicia Libo, Roberta Luck, Cynthia Moffitt, Teresa Piarcem Rhonda Rasmussen, Joyce Thomas",MIchael Utsey,20
coll103,v12no01.jpg,,,Volume 12 Issue 1,Marsha Back,1982-09-01,"Computer Graphics Conference; Department of Architecture; Department of FIne and Applied Arts; Planning Public Policy and Management Microcomputers at AandAAA; Department of Landscape Architecture; Solar Center News, Democracy A LA Olmsted, Rerpinted from Harvard Graduate School of Design News; Fixing a Hole: A and AA Library Expands, R. McCready; Walking Tour; Announcements/Calandar",,,,,,,Image;StillImage,image/jpeg,,,,"Loralee Arnold (graphics editor), Rhonda Rasmussen (Graphics help); David Neagley (Solar Center News), David Foster (fine and applied art pages)",michael Utsey,16
coll104,v12no02.jpg,,,Volume 12 Issue 2,Marsha Back,1982-10-01,"Getting it Straight, Michael Utsey; Editorial, Marsha Back; Whatisarchitecture, Tim Jones; ",,,,,,,Image;StillImage,image/jpeg,,,,"Loralee Arnold (graphics editor), Rhnad Rasmussen, Edgar Bolden, Bill Burke (typist)",michael Utsey,8
coll105,v12no03.jpg,,,Volume 12 Issue 3,Marsha Back,1982-11-01,"Getting it Straight, Michael Utsey; Editorial, Marsha Back; Women in Design; Computer Graphics Conference = Success, Edgar Bolden ; Planning Your Career, Tim Jones;",,,,,,,Image;StillImage,image/jpeg,,,,"Loralee Arnold (Graphics Editor); Rhonda Rasmussen (adverising Manager), edgar bolden, bill burke, tony cross",michael Utsey,12
coll106,v12no04.jpg,,,Volume 12 Issue 4,Marsha Back,1983-01-01,"Concerning Registration For Design, J. Finrow; Editorial: Suite in three parts, Marsha Back; Nuclear Freeze Act, Garry Papers;Architecture School No. 2, Edgar Bolden; 180 Initiation, Robin Trucksess Bates and Ruth Knapp; I was a Teenage Designer, Michael Peterson; Bookstretch, R McCready; Interview With John Vinci; Interview With David Lung; News Clips; Calendar - Events",,,,,,,Image;StillImage,image/jpeg,,,,"Robin Trucksess Bates (graphics editor), Rhonda Rasmussen (advertising); Caroline Petrich (Copy Editor); marvin anderson, edgar bolden, tim hilton, chris kukila, michael peterson, michael robterts, diane wright, bill burke (typist) kevin krauss, rhonda rasmussen, ruth knapp",michael Utsey,8
coll107,v12no05.jpg,,,Volume 12 Issue 5,Marvin Adnerson (guest editor) ,1983-02-01,"Getting It Straight, Mike Utsey; Editorial: On Autonomous Architecture, Marvin Anderson; Locus: Italy, Rosaria Flores Hodgdon; Permanence of Form, Garry Papers; Gallaratese, Bill Burke; Modena Cemetary, Edgar Bolden; Theatre of the World, Marvin Angerson; The Availability of Rossi, David Hodgdon; Review: A Scientific Autobiography, Michael Peterson; Biological Note, Marvin Anderson; News",,,,,,,Image;StillImage,image/jpeg,,,,"Marsha Back (managing editor); Robin Trucksess Bates (Graphics Editor); Rhonda Rasmussen (advertising Manager); Caroline Petrich (copy editor); Edgar bolden, tim hilton, michael peterson, michael roberts",michael Utsey,16
coll108,v12no06.jpg,,,Volume 12 Issue 6,Marsha Back,1983-03-01,"Editorial, Marsha Back; News; Side Orders - With Msoud Rabizadeh; Oregon School of Design, Sam Spade; Interview: Jack Hartray; Architecture in Medieval Society with Richard Sundt; Marion Ross Experience; Interview: Phil Dole; Byzantine Architecture with Dean McKenzie; Drawings by Mike Pease; Interview: Tim Smith; Summer Architecture Academy; Final Review Schedule",,,,,,,Image;StillImage,image/jpeg,,,,Robin Trucksess Bates (Graphic Editor); Rhonda Rasmussen (advertising Manager); Copy Editor (Caroline PEtrich,Michael Utsey,16
coll109,v12no07.jpg,,,Volume 12 Issue 7,Rhonda Rasmussen (guest editor),1983-04-01,":etters; Editorial, Rhonda Rasmussen; Getting It Straight, Mike Utsey; In Question: Participation Within a Process, Katherine Haley; Shurtleff's Smithsonian Debut, Robin Trucksess Bates; Thesis continued; Grad Survey: News from the Jungle; Laverne Krause Interview; Way Down South in Birmingham, Alabama; Transition; Women in Landscape - Three Perspectives; Fran Kelogg SMith; Mary Christofferson; Sociocultural Context in Art Education; Performing Arts Conference; Further Reading; Divine Design; Calendar/Events",,,,,,,Image;StillImage,image/jpeg,,,,"Caroline petrich (managing editor); Robin Trucksess Bates (Graphics ediotr); Rhonda Rasmussen (advertising manager); linda ettinger, melinda fike, katherin haley, linda hummel, joanne kurz, roberta luch, tracy quidbach, stacy stone, jan stensland, mary waltie, alex zimmer, mary kae mccullough, bill burke (typist); marsha back (spiritual advisor and mail clerk)",Michael Utsey,16
