objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,Staff,Faculty advisor,Pages
coll110,v12no08.jpg,,,Volume 12 Issue 8,caroline petrich,1983-05-01,"S.P.A.R The Review of the Future, Michael Peterson; Editorial, Caroline Petrich; Admissions; 380 Assignments; Spring Break Thefts; Interactive Computers; Computer Graphics; Rob Quigley Interview; Gonzo Goes to Portland - 180 Portland Trip; Calendar",,,,,,,Image;StillImage,image/jpeg,,,,"rhonda rasmussen (advertising manager, robin i t bates (garphics detior); mark haidle, michael peterson, mary waltie, pat fredrickson, peter tow, jack stapleton, mike mccone, mark lakeman, rob wooding, frank trocino, bill burke (typist); marsha back spititual aadvisor and mail clerk",Michael Utsey,16
coll111,v12no09.jpg,,,Volume 12 Issue 9,caroline petrich,1983-05-03,"Letters amd Credits; An Image from the Past; Close Encounters; Cal-Polu Design Competition; The 280 Experience; O'Connel's journal Excerpts; Columbia Studio Solution; Fall '83: Back to Design; Portfolio How To; Bolshevik Roots in Architecture, Josiah Wiener; Soviet Architecture Goes West; Interview with Aldo Rossi; More Rossi; A Day in the Lide; Class Schedule; Sun Sign Forecasts; Review Schedule; Calendar and Awards",,,,,,,Image;StillImage,image/jpeg,,,,"Robin i t bates (graphic editor), rhonda rasmussen (advertising manager), mark haidle, michael peterson, mary waltie, pat fredrickson, peter tow, jack stapleton, mike mccone, mark lakema, rob wooding, frank trocino, bill burke (typist), sa and mc Marsha back",Michael Utsey,16
coll112,v13no01.jpg,,,Volume 13 Issue 1,Rhonda Rasmussen (hat check girl,1983-09-01,"Welcome; Architecture, Mike Utsey; P.P.P.M. A. Merkin and R. Bradley; Fine Arts, Ken O'Connel; Landscape, Kenny Helphand; Art History, Esther Jacobson; Art Education, Nancy Smith; Computer Graphics Conference, Ken O'Connell; Announcements",,,,,,,Image;StillImage,image/jpeg,,,,"Todd f poliskin (super staff one, busboy); stacy l stone (super staff two, dishwasher); Jason M Stearns (cover designer, cab driver)",,16
coll113,v13no02.jpg,,,Volume 13 Issue 2,Kevin Pierce,1983-10-01,,,,,,,,Image;StillImage,image/jpeg,,,,"Jason stearns (art director); roxanne davis, neil warne, todd f folioskin, marjorie cassidy, yee-Fin tan, rhonda rasmussen, shay weiner, wayne golas",,8
coll114,v13no03.jpg,,,Volume 13 Issue 3,Kevin Pierce,1983-11-01,,,,,,,,Image;StillImage,image/jpeg,,,,"Neil warne (art director); Roxanne davis, jason starns, todd f poliskin, marjorie cassidy, yee-pin tan, rhonda rasmussen, shay weiner, wayne goeas",,16
coll115,v13no04.jpg,,,Volume 13 Issue 4,,1984-02-01,,,,,,,,Image;StillImage,image/jpeg,,,,"diane arnold (postfeminist), Marjorie a cassidy (ercruit 1 awol); roxanne davis (recruit 2 awol); charles craig (understudy); Steffeni mendoza (crane operator); todd f poliskin (spiritual advisor); jason stearns (bitter old man), jack stpleton (farmboy); yee pin tan (pee wee), corey tong (chef)",,16
coll116,v13no05.jpg,,,Volume 13 Issue 5,,1984-03-01,,,,,,,,Image;StillImage,image/jpeg,,,,"diane arnold, marjorie a cassidy, roxanne davis, charles craig, steffeni mendoza, todd f poliskin, jason stearns, jack stapleton, yee pin tan, corey tong",,8
coll117,v13no06.jpg,,,Volume 13 Issue 6,,1984-04-01,,,,,,,,Image;StillImage,image/jpeg,,,,to be decoded lol,,16
coll118,v13no07.jpg,,,Volume 13 Issue 7,,1984-05-01,Editorial; Forum; After Post Modernism Urban Architecture and Public Life; Displacement School of Architecture and ALlied Arts; Guide to New York Murals; Immediate Release...; Review Schedule; The Nuturing of an Architect; In Search of a Definition,,,,,,,Image;StillImage,image/jpeg,,,,"Rozanne davis, abdul darouian, karen engelhardt, scott gilchrist, monica jones, michael kinyery, azita lachari steffani mendoza, mike mccone, todd poliskin, david rodeback, jack stapleton, jason stearns, bill sleath, corey tong, alfred wojciechowski",,16
coll119,v14no01.jpg,,,Volume 14 Issue 1,,1984-10-01,"Forum; Art in Scotland; The Exchange Program: A Learning Experience; Who What etc; A Building in a Snowflake; Nigeria, Great Expectatoions?; Done With the Sun",,,,,,,Image;StillImage,image/jpeg,,,,"larry adams, miguel arboleda, roxanne davis, kathy johnson, doreen johnson, monica jones, mike moser, bill murray, sheri pyron, mark strickler, scott wilson, brenda and bonnie?",,16
coll120,v14no02.jpg,,,Volume 14 Issue 2,,1984-12-01,Forum; AH Eugene; Prominent Architects in New York City; A Man... His Work; Potpouri; Computer Software and Architeccture Hardwood; Announcements; Review Schedule,,,,,,,Image;StillImage,image/jpeg,,,,"larry adams, miguel arboleda, roxanne davis, kathy johnson, monica jones, mike moser, bill murray, mark strickler, scott wilson, noreen anderson, and  brenda",,16
coll121,v14no03.jpg,,,Volume 14 Issue 3,,1985-02-01,Forum; Editorial; Competition: A Reality; A Little Trip to New York; Yesterday's Tomorrows; Calender; Some Fragments of the Boorklyn Bridge; Lights Out,,,,,,,Image;StillImage,image/jpeg,,,,"larry adams, miguel arboleda, noreen anderson, scott bange, roxanne davis, kathy johnson, monica jones, mike moser, bill murray, saly roth, mark strickler, scott wilson, todd poliskin, ted george, ",,16
coll122,v14no04.jpg,,,Volume 14 Issue 4,,1985-03-01,Editorial; Forum; Absolving Sullivan; The Sky is Falling; Corner Interviews,,,,,,,Image;StillImage,image/jpeg,,,,"larry adams, miguel arboleda, noreen anderson, scott bange, roxanne davis, kathy johnson, monica jones, mike moser, bill murray, saly roth, mark strickler, scott wilson, todd poliskin, ted george, cindy",,16
coll123,v14no05.jpg,,,Volume 14 Issue 5,,1985-04-01,"Forum; Farnk Gehry; Art News; Art in Portland; Museum Listing; Testimony; Hunger, Shelter.... Bombs; New Order; Classified",,,,,,,Image;StillImage,image/jpeg,,,,"larry adams, roxanne davis, joanne deitz, ted george, shawna holven, monica jones, mike moser, bill murray todd poliskin, sally roth",,16
coll124,v14no06.jpg,,,Volume 14 Issue 6,,1985-05-01,"Forum; Fabrics of History; Economy and the Student; Belluschi Speaks; Brazilian Lust; Student View, Review Schedule",,,,,,,Image;StillImage,image/jpeg,,,,"larry adams, roxanne davis, joanne deitz, ted george, shawna holden, monica jones, mike moser, bill murray todd poliskin, sally roth, jason stearns, brenda",,16
coll125,v15no01.jpg,,,Volume 15 Issue 1,,1985-09-01,Forum; Minutes; The Year Alexander Dies; Support the Arts Support the Avenu; In My Humble Opinion; New Blood; The New Order; The Building Report,Full Issue,,,,,,Image;StillImage,image/jpeg,,,,"larry adams, miguel arbolda, scott bange, paul curtis, roxanne davis, joanne dietz, brenda jacobs, mike moser",,16
coll126,v15no02.jpg,,,Volume 15 Issue 2,,1985-12-01,Forum; 180 Primer; Being the Builder...; Arts and Letters; Misc.; Semantics; Will Martin; Review Schedule,Full Issue,,,,,,Image;StillImage,image/jpeg,,,,"Larry Adams, Miguel Arbolda, Scott Bange, Paul Curtis, Roxanne Davis, Joanne Deitz, Brenda Jacobs, Jim Johnson, Mike Moser",,
coll127,v15no03.jpg,,,Volume 15 Issue 3,Roaxanne Davis,1986-02-01,"Editorial: The Toughest Job You'll Ever Love; A Graves Mistake; A Greek Tragedy; Centerpiece; Studio Review,;After All...; Art Bark",Full Issue,,,,,,Image;StillImage,image/jpeg,,,,"larry adams (garphics editor), miguel arbolda (staff write/graphics), roxanne davis (managing editor), joanne dietz (staff, art news), brenda jacobs (typist), jim johnson (staff writer, art news), mike moser (staff write/graphics)",,16
coll128,v15no04.jpg,,,Volume 15 Issue 4,Roxanne Davis,1986-03-01,"Editorial; FORUM; Studio Review, Art Brak; Ballroom Renewal; A LAsr Look... At Graves; Fire; Review Schedule",Full Issue,,,,,,Image;StillImage,image/jpeg,,,,"roxanne davis, mike moser, larry adams, miguel arboleda, paul curtis, joanne deitz, jim johnson, and brenda jacobs, Cover by Kimberly Bell",,16
coll129,v15no05.jpg,,,Volume 15 Issue 5,,1986-04-01,"Forum; Anouncements; Arquitectonica: A Southern Exposure; Reports; Architecture and It's Interpretation to Men, W.R.B. Wilcox; Faculty Search; NAAB; Report; Art Bark",Full Issue,,,,,,Image;StillImage,image/jpeg,,,,"Peggy Suzio, Mike Moser, Ken Melvin, Mike Espey, Jim johnson, Paul Curtis, Erik Fagerland, Brenda Jacobs, Larry Adams, Joanne Deitz, Christopher Beauchamp",,
coll130,v15no06.jpg,,,Volume 15 Issue 6,Mike Moser,1986-05-01,Staff/Editorial; Forum; Announcements; Design For Aging; North Carolina; North Carolina: Vietnam War Memorial; 480 Studio Wrap-Up; AIAS CHarette; New Faculty; Art Bark; Hacker; Review Schedule,Full Issue,,,,,,Image;StillImage,image/jpeg,,,,"Peggy Suzio, Mike Espey, Paul Curtis, Jim Johnson, Ken Melvin, Erik Fagerland, Joanne Deitz, Larry Adams, Chris Beauchamp, Brenda Jacobs",,
coll131,v16no01.jpg,,,Volume 16 Issue 1,Mike Moser,1986-11-01,"Staff; Competitions; Etcetera; New Revies, Rest in Peace; Travel Images; Campus Guide",Full Issue,,,,,,Image;StillImage,image/jpeg,,,,"Scott Bange, Leinani Lundahl, Shwanita Holden, Paul Curtis, Mark Vandersanden",,
coll132,v16no02.jpg,,,Volume 16 Issue 2,Mike Moser,1986-12-01,Editorial; Forum; Roma; Etcetera; New Review; Sullivan and Whitman; In witht he New...; Out With the Old; Art Bark; Review Schedule,Full Issue,,,,,,Image;StillImage,image/jpeg,,,,,,
coll133,v16no03.jpg,,,Volume 16 Issue 3,,1987-02-01,,Full Issue,,,,,,Image;StillImage,image/jpeg,,,,,,
coll134,v16no04.jpg,,,Volume 16 Issue 4,Mike Moser,1987-03-01,"Computer Literacy Part II; Interview with Professor Peter Wilcox, Michael Pfohl; Forum; Oregon School of Desing; Happenings Around the AAA; Louise Nevelson: Architecture as Art; :The Orientation: Jack Wilkinson and the Orientation, Ken O'Connell; Guadi's La Sagrada Familia; Comments; Final Reviews",Full Issue,,,,,,Image;StillImage,image/jpeg,,,,"Scott Bange, Paul Curtic, Edwin Lim, Elmer Lin, Leinani Lundahl, Shauna Holdern, Steve Witter, Brenda Jacobs, Mike Pfohl, Doug Keys",,
coll135,v16no05.jpg,,,Volume 16 Issue 5,Mike Moser,1987-04-01,"""Hello, Hello, Hello... Is There Anybody Out There..""; Happenings in the AAA; The Bailey Student Archives; The Design Portfolio; Portlandia: Interpretation and Understanding in the Public Realm; Computers and the Creative Process; Corvallis - Did THe Unfolding City Unfold?; Art Bark",Full Issue,,,,,,Image;StillImage,image/jpeg,,,,"Scott Bange, Paul Curtis, Jim Dixon, Steve Hoenisch, Shawna Holden, Leinani Lendahl, Peggy Suzio, Stever Witter",,
coll136,v16no06.jpg,,,Volume 16 Issue 6,Mike Moser,1987-05-01,Forum; The Real World as seen by the Moving Eye; Eliel Saarinen; Aldo an Eyck; Artist Survival; Art in the Real World; Art Bark; Review Schedule,Full Issue,,,,,,Image;StillImage,image/jpeg,,,,"Scott Bange, Paul Curtis, Jim Dixon, Steve Hoenisch, Shawna Holden, Leinani Lundahl, Dianne Miller, Mike Pfohi, Peggy Suzio, Steve Witter, Larry Adams",,
coll137,v17no01.jpg,,,Volume 17 Issue 1,Scott Bange,1987-09-01,"Welcome Back! A Message to Students, Bill Gailland; AAA Additions and Alterations Project; Visiting Artist; The Artificial Sky; Course Guide;AAA Involvement; ",Full Issue,,,,,,Image;StillImage,image/jpeg,,,,Scott Bange,,8
coll138,v17no02.jpg,,,Volume 17 Issue 2,,1987-10-01,,Full Issue,,,,,,Image;StillImage,image/jpeg,,,,,,
coll139,v17no03.jpg,,,Volume 17 Issue 3,,1987-12-01,,Full Issue,,,,,,Image;StillImage,image/jpeg,,,,,,
coll140,v17no04.jpg,,,Volume 17 Issue 4,Scott Bange,1988-01-01,Editorial Staff; Forum; Interview Craig Hickman; Porty: Mysteries of Afternoon and Evening; Interview: Heman Hertzberger; The Parts of the East Destroyed; Moldavian Frescos; Jazz; Art Bark; Opinion,Full Issue,,,,,,Image;StillImage,image/jpeg,,,,"jane day, les lasher, dan silvernail (reporter extraordinaire)",,16
coll141,v17no04.jpg,,,Volume 17 Issue 5,,1988-02-01,,Full Issue,,,,,,Image;StillImage,image/jpeg,,,,,,
coll142,v17no06.jpg,,,Volume 17 Issue 6,Daniel Silvernail,1988-05-06,Etcetera; AAA Additions and Alterations Project; Otto Wagner Exhibit; Interiors; Dance; ASID; Current Events,Full Issue,,,,,,Image;StillImage,image/jpeg,,,,"katherin brewer, kal ng, ed the bo querfeld, elain thomason, jane day (word processor)",,16
coll143,v17no07.jpg,,,Volume 17 Issue 7,,1988-05-27,,Full Issue,,,,,,Image;StillImage,image/jpeg,,,,,,
coll144,v18no01.jpg,,,Volume 18 Issue 1,,1988-09-01,,Full Issue,,,,,,Image;StillImage,image/jpeg,,,,,,
coll145,v18no02.jpg,,,Volume 18 Issue 2,Daniel Silvernail,1988-11-01,"Editorial; Forum and Briefs; Look Out, Here it Comes, The AAA Building Project; Maude Kerns; Son of Heaven, Seattles Chinese Arts Exhibit; Housing Conference, Junger is Not a Pretty Picture; Artist's Books; Art Bark",Full Issue,,,,,,Image;StillImage,image/jpeg,,,,"Heather dunn, fine arts (graphics editor); rex flowers, arch (graphics editor); jennifer faulk, fine arts (advertising coordinator); craig stockbridge, arch (photographer); robbie main, fine arts (cover artist); david brown, arch; chris carr, arch; fran kirchner, art ed; dave skilton, arch",jerry finrow,16
coll146,v18no03.jpg,,,Volume 18 Issue 3,Daniel Silvernail,1989-01-01,"Contents/Staff; FORUM; Oregon School of Design Hidden Gem or Passing Fury; Studio C Series Criticism; Books of Interest Avenu Survey; Babes in Artland, The Chilld Art Center; Workaholism; Pavane and other poems; The Lenigrad Show, Works from the EMU Gallery; Nike, The Arts Competition; Can Gogh in Arles; The Palladio Guide, Book Review; ANatolie, Restaurant Review; Events; Art Bark",Full Issue,,,,,,Image;StillImage,image/jpeg,,,,"daniel silvernail, arch (managing editor); hether dunn, fine art and greg maffei, fine art (graphic editors);  jennifer faulk, fine art and edward querfiel, arch (advertising coordinators); craig stockbridge, arch (artbark editor); robbie main, fine art (survey coordinator); jason hall, fine art, jeff humphreys,arch, samir mohashi, arch (writers); bill moranti (typist)",Howard davis,20
coll147,v18no04.jpg,,,Volume 18 Issue 4,Daniel Silvernail,1989-03-01,Editorial; Forum; An Open Letter to Architecture Students; Co Art; Art Education Hits the Beach; Vandalism as Art?; Form Torn Constantly from Content; On Idealism; Louis H Sullivan: The Banks; Art Bark; Review Schedule; Briefs,Full Issue,,,,,,Image;StillImage,image/jpeg,,,,"daniel silvernail, arch (managing editor); hether dunn, fine art and greg maffei, fine art (graphic editors);  jennifer faulk, fine art (advertising rep); craig stockbridge, arch (artbark editor);  ; jason hall, fine art, robbie main, fine art, samir mohashi, arch (writers); bill moranti and laura burright (typist); jeff humphreys,arch (cover artist); edward querfiel, arch (pasteup artist)",Howard davis,16
coll148,v18no05.jpg,,,Volume 18 Issue 5,Daniel Silvernail,1989-04-01,"Editroial; Sowing Peace on the Testing Grounds: Student Campaign for Disarmament at the Nevada Nuclear Test Site; Environment, Architecture, Experience: On the Human Response in Design and the Enbironment; Doubletake: A Photo Survey showing changes in the Landscape, 1860-1989; What Price Civilization: PPPM Graduate Comments on the Exxon Valdez Spill; Co Art: Helping us Enjoy our Lives to the Fullest; Riverfront Park Update: THe Riverfront Research Park as it Affects the Millrace Studios; Poem: by Nandini Fox; Russel Ziolkowski: Community Artist Making Found Objects into Art; Book Review: Calligram: Essays in New Art History from France; Art Review: Gallery 141 Features Public Space/Private Space; Events: Beaux Art Ball, Lectures, etc; Briefs; Art Bark",Full Issue,,,,,,Image;StillImage,image/jpeg,,,,"daniel silvernail, arch (managing editor); hether dunn, fine art and greg maffei, fine art (graphic editors);  jennifer faulk, fine art, jason hall, fine art (advertising reps); Nandini fox, arch (accounting); Kathryn crary, fine art (art events editor);  chris carr, arch, rex flowers, arch, jeff humphreys, arch, brian stiles, arch (graphics crew); shan anderson, fine art, dana ing, arch, samir mokashi, arch ian shadburne, lie, joay somers, philosophy (staff writers); laura burright (typist);",Howard davis,16
coll149,v18no06.jpg,,,Volume 18 Issue 6,Daniel Silvernail,1989-05-01,"Arcnitecture Students Sweep International Competition: Guntis Plesums Advanced Architecture Studio Winners; Crossing Media Border: Computers and Printmaking; William F R Curtis: Towards An Authentic Regionalism; George M Hodge: Interview with the Associate Dean; On Decon: A Faculty Survey; Deconstruction - Or the Strange Case of VanGogh's Shoes: By bay of an overview of a Movement; Desperately Seeking Decentering: Diane Ghirardo Reviews a 1988 MOMA SHow; Simulations: The Theoretical Work of Jean Baudrillard; Phenomenology and Art: Towards a Synthesis of Disciplines; Photo Essay: Sellected Final Portfolio Work From Terri Warpinski's Advanced Photography Class; Dialogue interview from Will White and Karen Bubb, Editorial/Forum: Letters and ""Some Thoughts on Image and Ideology""; Forum; Art Review, Undergraduate Art Show; Briefs",Full Issue,,,,,,Image;StillImage,image/jpeg,,,,"Heather Dunn and Greg Maffei (graphic Editors), Shan Anderson (Continuity), Jennifer Faulk and Jason Hall (Advertising), Nondini Fox (Acconting), Kathryn Crary (Art Events Ediotr), Francisco Salgado (Photographer), Chris Carr, Rex FLowers, Jeff Humphreys (Graphics Crew), Dana Ing, Samir Mokashi, Ian Shadburne, Brian Stiles, Jay Somers (Staffwriters), Laura Burright (Typist)",Howard davis,24
coll150,v19no01.jpg,,,Volume 19 Issue 1,,1989-09-01,,Full Issue,,,,,,Image;StillImage,image/jpeg,,,,,,16
coll151,v19no02.jpg,,,Volume 19 Issue 2,Heather Dunn,1989-11-01,Editorial and Statistics; Words from teh Street; Obscene and Indecent; Redlining the Arts; Stephanie Wilde; Dispelling Fears; Baby Baddov; Awareness MAde Public; Artist Speaks; And 13 A Time To Talk of Many Things; A Day Without Art; David RObertson; Life Without A Cage; Intrepid Reporter; The Dark Side; Lesbians Who Hate Man-Made Materials; Art Bark; Briefs and Review Schedules,,,,,,,Image;StillImage,image/jpeg,,,,"Shan Anderson (Assistant Editor), Greg Meffei (Graphics Editor), Jeff Kleinsmith, John Thompson, Lilian Rios, Karin Myint (Graphic Design), Jason Hall (Advertising), Fransisco Salgado, Colleen Hemphill, Dave Camp, Aaron Hayman (Photographers), Lillian Rios, Amy Piel, Jeff Humphrey, Aaron Hayman, Kathryn Crary, Kim Mandel, Joan Harms, Nora Hagerty (Layout Crew), Shan Anderson, Kim Mandel, Karin Myint, Aaron Hayman, Dave Camp, Joan Harms, Nora Hagerty, Kathryn Crary, Colleen Hemphill (Writers), Aimee Allen (Events and Art Bark), Will White and Karen Bubb (Coordinators), Laurain Johnson (Typist)",,24
coll152,v19no03.jpg,,,Volume 19 Issue 3,Hearther Dunn,1990-01-01,Advertising - Art?; PPPandM / What is It?; Balance + Energy/ an Interview; CAD An Architectural Future; Gery's Kids; Intrepid Reporter/ Q and A; Language: It's a Virus; Art Bark and Briefs,,,,,,,Image;StillImage,image/jpeg,,,,"Shan Anderson (Associate Editor), Greg Maffei (Graphics Editor), Jeff Kliensmith and John Tompson (Graphic Design), Shan Anderson (Advertising), Dave Camp and Aaron Hayman (Photographers), Rick Miller and Courtney McCoy (Layout Crew), Aimee Allen (Events and Art Bark), Carol Shenk and Craig Samuelson (Coordinators), Shan Anderson, Nora Hagerty, Dave Camp, Heidi Henrickx, Melissa Miller, Helen Phan, William Sullivan, Charles Tracht (Writers)",,16
coll153,v20no01.jpg,,,Volume 20 Issue 1,,1990,,,,,,,,Image;StillImage,image/jpeg,,,,,,
coll154,v20no02.jpg,,,Volume 20 Issue 2,,1990,,,,,,,,Image;StillImage,image/jpeg,,,,,,
coll155,v20no03.jpg,,,Volume 20 Issue 3,,1990,,,,,,,,Image;StillImage,image/jpeg,,,,,,
coll156,v20no04.jpg,,,Volume 20 Issue 4,,1991,"Context, SImon Henley: It's not just the Image of the problem; Jazz with Frank Morgan; Women, Art and Social Change; Widest Possible Variety; Fast Forward; Fine Arts For Who; Profile: Peter Heltzer; Stretch and Rotate",,,,,,,Image;StillImage,image/jpeg,,,,,,12
coll157,v20no05.jpg,,,Volume 20 Issue 5,John Brayer,1991,"Student Environmental Forum, Elizabeth Cahn: Of Lies, Secrecy, and Silence, Critical Perspectives; Life in Balance/Cultural Diversity: Myth of Reality, Megan Wilson; Rethinking Motherhood, Melody Chord; Gallery; Homespun Wines, Tamara Cissna; Consumer Consumption, Parul FreemanHangin' Out... 13th Avenue Style; Politics of Vision: Method vs. Madness; Homework; Music for the Masses",,,,,,,Image;StillImage,image/jpeg,,,,"Tod Guenther, ",,20
coll158,v21no01.jpg,,,Volume 21 Issue 1,,1991,,,,,,,,Image;StillImage,image/jpeg,,,,,,
coll159,v21no02.jpg,,,Volume 21 Issue 2,,1991,,,,,,,,Image;StillImage,image/jpeg,,,,,,
coll160,v21no03.jpg,,,Volume 21 Issue 3,,1991,,,,,,,,Image;StillImage,image/jpeg,,,,,,
coll161,v21no04.jpg,,,Volume 21 Issue 4,,1992,,,,,,,,Image;StillImage,image/jpeg,,,,,,
coll162,v21no05.jpg,,,Volume 21 Issue 5,,1992,,,,,,,,Image;StillImage,image/jpeg,,,,,,
coll163,v21no06.jpg,,,Volume 21 Issue 6,John Brayer,1992,,,,,,,,Image;StillImage,image/jpeg,,,,"Beckwith, Aimee; Buffman, Jon-David; Cissna, Tami; Cox, Madeline; Decker, Julie; Emrich, Morgan; Farmer, Chantay; Guenther, Tod; Hagerty, Nora; Jurgemeyer, Mindy; Knecht, Doug; Lewis, Matt; Miller, Rick; Pellitier, Dave; Pool, Kindy; Reynolds, Jacqueline; Richman, Lisa; Saalborn, Eric; Saylor, Joe; Scarvie, Jeffrey; Soeby, Dan; Solidum, Kamomi; Willman, Dana; Wilson, Megan",,36
coll164,v22no01.jpg,,,Volume 22 Issue 1,,1992,,,,,,,,Image;StillImage,image/jpeg,,,,,,
coll165,v22no02.jpg,,,Volume 22 Issue 2,,1992-11-01,"Women and Aids, Mary Bruno (reprint from Seattle Weekly); Acorn House, Jeff Garrett; Aids and It's Metaphors, David Stairs; Interview at Sacred Heart, Damien Sands; Tested, Rebecca Ormsby; Interview at White Bird Clinic, Damien Sands; M Powerment Preoject is Working for Change, Jim Grimes; Aids is coming 4 you too, sister, Stacy Strickland; AIDS in the Opinion of Father Jose, Sue Dockstader; Ken O'Connell: His Story His Way; Voyage to Sitka, Douglas T. Parsons; A Visit with Art, Art Chantry; ",,,,,,,Image;StillImage,image/jpeg,,,,"Everett, Shar (Graphics-Photographic Editor); Sato, Isamu (Graphics Editor); Kim, Jeanney (Advertising); Ra, Laela (AAA Coordinator); Nies, Peter (Copy Editor); Sands, David (Advertising); Baker, Shannon; Barclay, Matt; Bortis, Simona; Gamble, Jeff; Graham, Nancy; Knecth, Douglas; Mcpherson, Spencer; Mauri, Lisa; Modarelli, Jessica; Ormsby, Rebecca; Parsons, Douglas; Schaffer, Diane; Sellers, Sherri; Smith, Amy; Stairs, David",Mary Sillman,20
coll166,v22no03.jpg,,,Volume 22 Issue 3,,1993-03-01,"Goddess Garden, Michael Omogrosso and Aimee Bott; Keepting Ceremonies Sacred, Stephanie Powell; AAA Survey Results, David Shadle and Jessica Modarelli; Alternative Medicine, Damien Sands and Aisha Harley; An End to the Wonder Years, David Stars",,,,,,,Image;StillImage,image/jpeg,,,,"Everett, Shar (Graphics Editor); Sato, Isamu (Graphics Editor); Kim, Jeanney (Advertising); Shadle, David (AAA Coordinator); Modarelli, Jessica (AAA Coordinator); Stairs, David (Copy Editor); Mitchell, Cameron (Copy Editor); Chan, Eugenia; Lowell, Stephanie; Hauck, Karen; Hering, Lesli; Harley, Aisha; Monette, Shawn; Bott, Aimee; Wilding, Laela; Gamble, Jeff; Crose, Ron; Hoffinger; Deanna; Lui, Wai Man; Sands, David; Omogrosso, Michael; Braclay, Matt; Knecht, Douglas",Mary Sillman,20
coll167,v23no01.jpg,,,Volume 23 Issue 1,,,,,,,,,,Image;StillImage,image/jpeg,,,,,,
coll168,v23no02.jpg,,,Volume 23 Issue 2,,,,Full Issue,,,,,,Image;StillImage,image/jpeg,,,,,,
coll169,v23no03.jpg,,,Volume 23 Issue 3,,,,Full Issue,,,,,,Image;StillImage,image/jpeg,,,,,,
coll170,v24no01.jpg,,,Volume 24 Issue 1,,,,,,,,,,Image;StillImage,image/jpeg,,,,,,
coll171,v24no02.jpg,,,Volume 24 Issue 2,,,,Full Issue,,,,,,Image;StillImage,image/jpeg,,,,,,
coll172,v24no03.jpg,,,Volume 24 Issue 3,,,,,,,,,,Image;StillImage,image/jpeg,,,,,,
coll173,v24no03.jpg,,,Volume 24 Issue 3,,,,,,,,,,Image;StillImage,image/jpeg,,,,,,
coll174,,,,,,,,,,,,,,Image;StillImage,image/jpeg,,,,,,
coll175,,,,,,,,,,,,,,,,,,,,,
coll176,,,,,,,,,,,,,,,,,,,,,
coll177,,,,,,,,,,,,,,,,,,,,,
coll178,,,,,,,,,,,,,,,,,,,,,
coll179,,,,,,,,,,,,,,,,,,,,,
coll180,,,,,,,,,,,,,,,,,,,,,
coll181,,,,,,,,,,,,,,,,,,,,,
coll182,,,,,,,,,,,,,,,,,,,,,
coll183,,,,,,,,,,,,,,,,,,,,,
coll184,,,,,,,,,,,,,,,,,,,,,
coll185,,,,,,,,,,,,,,,,,,,,,
coll186,,,,,,,,,,,,,,,,,,,,,
coll187,,,,,,,,,,,,,,,,,,,,,
coll188,,,,,,,,,,,,,,,,,,,,,
coll189,,,,,,,,,,,,,,,,,,,,,
coll190,,,,,,,,,,,,,,,,,,,,,
coll191,,,,,,,,,,,,,,,,,,,,,
coll192,,,,,,,,,,,,,,,,,,,,,
coll193,,,,,,,,,,,,,,,,,,,,,
coll194,,,,,,,,,,,,,,,,,,,,,
coll195,,,,,,,,,,,,,,,,,,,,,
coll196,,,,,,,,,,,,,,,,,,,,,
coll197,,,,,,,,,,,,,,,,,,,,,
coll198,,,,,,,,,,,,,,,,,,,,,
coll199,,,,,,,,,,,,,,,,,,,,,
coll200,,,,,,,,,,,,,,,,,,,,,
